sentence,argument_head,predicate_head,role,label
"I took the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention .",33,35,AGENT,1
"I took the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention .",38,35,AGENT,0
I thouhgt it would be out of my price range but they really worked with me and now I could nt be happier .,0,1,AGENT,1
One suspects that earlier reviewer works for another laundry .,0,1,AGENT,1
"Yes , there are bigger , but bigger is n't necessarily better .",4,3,AGENT,0
We have to leave him at the vet for 3 days and I was told to call for check ups as often as I wished that no matter how many times I called I would not annoy them .,0,1,AGENT,1
We have to leave him at the vet for 3 days and I was told to call for check ups as often as I wished that no matter how many times I called I would not annoy them .,23,24,AGENT,1
We have to leave him at the vet for 3 days and I was told to call for check ups as often as I wished that no matter how many times I called I would not annoy them .,33,36,AGENT,1
We have to leave him at the vet for 3 days and I was told to call for check ups as often as I wished that no matter how many times I called I would not annoy them .,37,36,AGENT,1
lol They where super friendly towards us and treated us like people not walking bags of cash .,1,2,AGENT,1
lol They where super friendly towards us and treated us like people not walking bags of cash .,9,8,AGENT,1
I think they 're still in the mindset from when it was only smokers sitting around and drinking ... not in any hurry .,0,1,AGENT,1
I look at some of these other comments & laugh because people think that the world revolves around them !,0,1,AGENT,1
I look at some of these other comments & laugh because people think that the world revolves around them !,3,1,AGENT,0
I look at some of these other comments & laugh because people think that the world revolves around them !,15,16,AGENT,0
Midas has the most high tech equipment in town & I guarantee you if they told you it was electrical then in deed it s electrical !,0,1,AGENT,1
Midas has the most high tech equipment in town & I guarantee you if they told you it was electrical then in deed it s electrical !,6,1,AGENT,0
Midas has the most high tech equipment in town & I guarantee you if they told you it was electrical then in deed it s electrical !,10,11,AGENT,1
Midas has the most high tech equipment in town & I guarantee you if they told you it was electrical then in deed it s electrical !,12,11,AGENT,1
The bottom line is that the food is n't great and is relatively high - priced .,2,3,AGENT,0
I was booked for 2 nights at this hotel in Oct 2007 .,0,2,AGENT,1
I was booked for 2 nights at this hotel in Oct 2007 .,5,2,AGENT,0
I was booked for 2 nights at this hotel in Oct 2007 .,10,2,AGENT,0
"At 3:15 am on night # 2 , the fire alarm and strobe light activated in my room .",2,14,AGENT,0
"At 3:15 am on night # 2 , the fire alarm and strobe light activated in my room .",5,14,AGENT,0
"At 3:15 am on night # 2 , the fire alarm and strobe light activated in my room .",10,14,AGENT,0
"At 3:15 am on night # 2 , the fire alarm and strobe light activated in my room .",17,14,AGENT,0
I called the front desk and got no answer .,0,1,AGENT,1
I called the front desk and got no answer .,4,1,AGENT,0
"This little drip offered no apologies whatsoever , and even refused to give me the name of the manager until I pressed him for it 3 times .",2,3,AGENT,1
"This little drip offered no apologies whatsoever , and even refused to give me the name of the manager until I pressed him for it 3 times .",5,3,AGENT,1
"This little drip offered no apologies whatsoever , and even refused to give me the name of the manager until I pressed him for it 3 times .",20,21,AGENT,1
"This little drip offered no apologies whatsoever , and even refused to give me the name of the manager until I pressed him for it 3 times .",22,21,AGENT,0
"I began seeing Dr. Romanick back in 2000 and have seen a significant decline in the quality of care , patient - doctor communication , and just the overall level of services .",0,1,AGENT,1
"I began seeing Dr. Romanick back in 2000 and have seen a significant decline in the quality of care , patient - doctor communication , and just the overall level of services .",7,1,AGENT,0
"The poor quality starts at the receptionist desk , where the staff is very impatient and lack the efficiency I once loved about the office .",2,3,AGENT,0
"The poor quality starts at the receptionist desk , where the staff is very impatient and lack the efficiency I once loved about the office .",7,3,AGENT,0
"The poor quality starts at the receptionist desk , where the staff is very impatient and lack the efficiency I once loved about the office .",18,16,AGENT,0
You have to pay CASH ONLY before they start unloading track on your destination .,0,1,AGENT,1
You have to pay CASH ONLY before they start unloading track on your destination .,4,3,AGENT,0
You have to pay CASH ONLY before they start unloading track on your destination .,7,8,AGENT,1
You have to pay CASH ONLY before they start unloading track on your destination .,10,9,AGENT,1
"He was referred to me by a friend , who did n't have the best experience with Ted , but said that Ted was able to make up for his lack of preparedness at the end .",0,2,AGENT,1
"He was referred to me by a friend , who did n't have the best experience with Ted , but said that Ted was able to make up for his lack of preparedness at the end .",4,2,AGENT,0
"He was referred to me by a friend , who did n't have the best experience with Ted , but said that Ted was able to make up for his lack of preparedness at the end .",7,2,AGENT,0
I figure I would give this company a chance .,0,1,AGENT,1
"He brought fabric books , and pictures of furniture only , which all came way over budget .",0,1,AGENT,1
"He brought fabric books , and pictures of furniture only , which all came way over budget .",3,1,AGENT,1
"He responded "" we have problem with ' people ' "" .",0,1,AGENT,1
He said he 's had a long and bad day .,0,1,AGENT,1
We had no choice but to stay but will take this as far as we can .,0,1,AGENT,0
We had no choice but to stay but will take this as far as we can .,3,1,AGENT,0
I came to find out the person was the hotel OWNER also .,0,1,AGENT,1
"My friend and I were to stay here for a girls night , catch up on our lives evening .",1,4,AGENT,1
We live within 20 miles of the hotel and wanted to get away from our responsibilities for the night .,0,1,AGENT,1
We live within 20 miles of the hotel and wanted to get away from our responsibilities for the night .,4,1,AGENT,0
They said that we were to be charged for this room regardless because we did not cancel within the 72 hours .,0,1,AGENT,1
They said that we were to be charged for this room regardless because we did not cancel within the 72 hours .,13,16,AGENT,1
"I emailed 4 times , never a response .",0,1,AGENT,1
"In one of the emails I attached the letter from the Vet 's that expressed their sympathy , this hotel did nothing .",1,6,AGENT,0
"In one of the emails I attached the letter from the Vet 's that expressed their sympathy , this hotel did nothing .",5,6,AGENT,1
"In one of the emails I attached the letter from the Vet 's that expressed their sympathy , this hotel did nothing .",8,6,AGENT,1
"In one of the emails I attached the letter from the Vet 's that expressed their sympathy , this hotel did nothing .",8,14,AGENT,0
"In one of the emails I attached the letter from the Vet 's that expressed their sympathy , this hotel did nothing .",16,14,AGENT,0
I thought the UK was completely devoid of good NYC style pizza .,0,1,AGENT,1
"I thought to get a decent pizza the only way was at a fancy restaurant , and I have to get a whole pie .",0,1,AGENT,1
I thought I would have to wait until I went home to NYC .,0,1,AGENT,1
I saw this place and it looked like the HOLY GRAIL .,0,1,AGENT,1
I saw this place and it looked like the HOLY GRAIL .,3,1,AGENT,0
"I knew I had found the real deal , big pies , sold by the slice , with the pizzas sitting under the glass in the front .",0,1,AGENT,1
"I knew I had found the real deal , big pies , sold by the slice , with the pizzas sitting under the glass in the front .",19,20,AGENT,0
They have crushed red pepper flakes and oregano .,0,1,AGENT,1
They have crushed red pepper flakes and oregano .,5,1,AGENT,0
We visited on 7/26/08 for dinner We received a gift certificate for the Mama Mia 's on Greenfield Ave .,0,1,AGENT,1
We visited on 7/26/08 for dinner We received a gift certificate for the Mama Mia 's on Greenfield Ave .,3,1,AGENT,0
We visited on 7/26/08 for dinner We received a gift certificate for the Mama Mia 's on Greenfield Ave .,5,1,AGENT,0
Sorry for interrupting I guess .,3,4,AGENT,1
There were no other options available ( I only brought my check card to cover any overage cost ) and she rang it up and applied it to the gift card before telling me about the tip policy .,4,1,AGENT,0
There were no other options available ( I only brought my check card to cover any overage cost ) and she rang it up and applied it to the gift card before telling me about the tip policy .,7,9,AGENT,1
There were no other options available ( I only brought my check card to cover any overage cost ) and she rang it up and applied it to the gift card before telling me about the tip policy .,12,9,AGENT,0
There were no other options available ( I only brought my check card to cover any overage cost ) and she rang it up and applied it to the gift card before telling me about the tip policy .,17,14,AGENT,0
There were no other options available ( I only brought my check card to cover any overage cost ) and she rang it up and applied it to the gift card before telling me about the tip policy .,20,21,AGENT,1
There were no other options available ( I only brought my check card to cover any overage cost ) and she rang it up and applied it to the gift card before telling me about the tip policy .,22,21,AGENT,0
There were no other options available ( I only brought my check card to cover any overage cost ) and she rang it up and applied it to the gift card before telling me about the tip policy .,26,25,AGENT,0
There are other places with food just as good with management that values customers and employees much more .,3,1,AGENT,0
There are other places with food just as good with management that values customers and employees much more .,10,12,AGENT,1
There are other places with food just as good with management that values customers and employees much more .,13,12,AGENT,1
"TEXAS ROADHOUSE HAS VERY GOOD MEALS , THAT THE MEAT COMES RIGHT OFF THE BONES .",1,2,AGENT,1
"TEXAS ROADHOUSE HAS VERY GOOD MEALS , THAT THE MEAT COMES RIGHT OFF THE BONES .",5,2,AGENT,0
IT HAS VERY GOOD PRICES .,4,1,AGENT,0
I HAD TO ASK THE GIRL WHO BROUGHT MY FOOD AND SHE NEVER CAME BACK TO LET ME KNOW .,0,1,AGENT,1
I HAD TO ASK THE GIRL WHO BROUGHT MY FOOD AND SHE NEVER CAME BACK TO LET ME KNOW .,6,7,AGENT,1
I HAD TO ASK THE GIRL WHO BROUGHT MY FOOD AND SHE NEVER CAME BACK TO LET ME KNOW .,9,7,AGENT,0
I HAD TO ASK THE GIRL WHO BROUGHT MY FOOD AND SHE NEVER CAME BACK TO LET ME KNOW .,17,16,AGENT,1
I HAD TO WAIT FOR MY WAITRESS .,0,1,AGENT,1
BUT EVERYONE HAS THERE OWN WAY !!!!!!,1,2,AGENT,1
BUT EVERYONE HAS THERE OWN WAY !!!!!!,5,2,AGENT,0
they do that whole thing where you sandwich the pepperoni between layers of cheese for + 32 delicious .,0,1,AGENT,1
they do that whole thing where you sandwich the pepperoni between layers of cheese for + 32 delicious .,4,1,AGENT,0
they do that whole thing where you sandwich the pepperoni between layers of cheese for + 32 delicious .,6,7,AGENT,1
they do that whole thing where you sandwich the pepperoni between layers of cheese for + 32 delicious .,9,7,AGENT,0
it runs you about 4 bucks and it deals crushing blows to hunger .,2,1,AGENT,0
it runs you about 4 bucks and it deals crushing blows to hunger .,5,1,AGENT,0
He showed me the car I was interested in and we took a test drive .,0,1,AGENT,1
He showed me the car I was interested in and we took a test drive .,2,1,AGENT,1
He showed me the car I was interested in and we took a test drive .,4,1,AGENT,1
I loved the car so we began negotiating my trade - in and the price of the 09 XF .,0,1,AGENT,1
I loved the car so we began negotiating my trade - in and the price of the 09 XF .,3,1,AGENT,1
I loved the car so we began negotiating my trade - in and the price of the 09 XF .,5,6,AGENT,1
I loved the car so we began negotiating my trade - in and the price of the 09 XF .,11,7,AGENT,0
The entire negotiation took about 20 minutes .,2,3,AGENT,0
The entire negotiation took about 20 minutes .,6,3,AGENT,0
Myself and my fiance 's identity was stolen from the office staff .,5,7,AGENT,0
Myself and my fiance 's identity was stolen from the office staff .,11,7,AGENT,0
We were told by a detective and asked to check our credit for anything unusual .,0,2,AGENT,1
We were told by a detective and asked to check our credit for anything unusual .,5,2,AGENT,0
We were told by a detective and asked to check our credit for anything unusual .,11,9,AGENT,0
She stole the information and gave it to another guy that did all the work .,0,1,AGENT,1
She stole the information and gave it to another guy that did all the work .,3,1,AGENT,0
That s how they were caught .,0,1,AGENT,1
That s how they were caught .,3,5,AGENT,0
They both went to jail and a new manager was put in charge of the apartments .,0,2,AGENT,1
They both went to jail and a new manager was put in charge of the apartments .,4,2,AGENT,0
The apartment across from mine belonged to a gang of hookers .,1,5,AGENT,1
The apartment across from mine belonged to a gang of hookers .,8,5,AGENT,0
I lived in one that did not face the parking lot .,0,1,AGENT,1
I lived in one that did not face the parking lot .,3,1,AGENT,0
I lived in one that did not face the parking lot .,3,7,AGENT,0
I lived in one that did not face the parking lot .,10,7,AGENT,0
Gates worked 30 % of the time at best .,0,1,AGENT,1
Gates worked 30 % of the time at best .,3,1,AGENT,0
"They tracked down the only tire that fit my BMW 330i in Murfreesboro within minutes and secured it , then they came out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow out ) , and brought it to their shop to change the tire .",0,1,AGENT,1
"They tracked down the only tire that fit my BMW 330i in Murfreesboro within minutes and secured it , then they came out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow out ) , and brought it to their shop to change the tire .",5,1,AGENT,0
"They tracked down the only tire that fit my BMW 330i in Murfreesboro within minutes and secured it , then they came out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow out ) , and brought it to their shop to change the tire .",14,1,AGENT,0
"They tracked down the only tire that fit my BMW 330i in Murfreesboro within minutes and secured it , then they came out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow out ) , and brought it to their shop to change the tire .",5,7,AGENT,0
"They tracked down the only tire that fit my BMW 330i in Murfreesboro within minutes and secured it , then they came out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow out ) , and brought it to their shop to change the tire .",10,7,AGENT,0
"They tracked down the only tire that fit my BMW 330i in Murfreesboro within minutes and secured it , then they came out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow out ) , and brought it to their shop to change the tire .",17,16,AGENT,0
"They tracked down the only tire that fit my BMW 330i in Murfreesboro within minutes and secured it , then they came out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow out ) , and brought it to their shop to change the tire .",43,44,AGENT,0
"They tracked down the only tire that fit my BMW 330i in Murfreesboro within minutes and secured it , then they came out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow out ) , and brought it to their shop to change the tire .",50,49,AGENT,0
"They tracked down the only tire that fit my BMW 330i in Murfreesboro within minutes and secured it , then they came out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow out ) , and brought it to their shop to change the tire .",57,55,AGENT,0
I hope I can return the favor in the future !,0,1,AGENT,1
I hope I can return the favor in the future !,2,4,AGENT,1
I hope I can return the favor in the future !,6,4,AGENT,1
"I chose the later , but approached the front desk about the hotel policy to push over their responsibilities on local authorities , not to mention the good night s sleep i paid for but did nt get .",0,1,AGENT,1
"I chose the later , but approached the front desk about the hotel policy to push over their responsibilities on local authorities , not to mention the good night s sleep i paid for but did nt get .",3,1,AGENT,0
"I chose the later , but approached the front desk about the hotel policy to push over their responsibilities on local authorities , not to mention the good night s sleep i paid for but did nt get .",9,6,AGENT,0
"I chose the later , but approached the front desk about the hotel policy to push over their responsibilities on local authorities , not to mention the good night s sleep i paid for but did nt get .",18,15,AGENT,1
"I chose the later , but approached the front desk about the hotel policy to push over their responsibilities on local authorities , not to mention the good night s sleep i paid for but did nt get .",30,25,AGENT,1
"I chose the later , but approached the front desk about the hotel policy to push over their responsibilities on local authorities , not to mention the good night s sleep i paid for but did nt get .",31,32,AGENT,1
I was told management would call me back but still waiting for that call .,0,2,AGENT,1
"He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying , "" you do not order what you do not know about "" and "" you do n't know how pizza is made "" .",0,1,AGENT,1
"He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying , "" you do not order what you do not know about "" and "" you do n't know how pizza is made "" .",5,3,AGENT,0
"He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying , "" you do not order what you do not know about "" and "" you do n't know how pizza is made "" .",11,10,AGENT,0
"He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying , "" you do not order what you do not know about "" and "" you do n't know how pizza is made "" .",22,25,AGENT,1
"He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying , "" you do not order what you do not know about "" and "" you do n't know how pizza is made "" .",26,25,AGENT,0
"I think he did it on purpose because of my simple request for another slice of grandma that was n't so well - done ( actually , burnt ) .",0,1,AGENT,1
The first thing you notice when you arrive on location is that the waiting line literally goes out the door and spills into the parking lot .,3,4,AGENT,1
The first thing you notice when you arrive on location is that the waiting line literally goes out the door and spills into the parking lot .,6,7,AGENT,1
The first thing you notice when you arrive on location is that the waiting line literally goes out the door and spills into the parking lot .,2,10,AGENT,0
"I mean , that 's the way it works at amusement parks : the longest lines are at the best rides .",0,1,AGENT,1
I suggest you go up to Raging Taco & Raging Burrito a couple of blocks up the street or even Taco Mac .,0,1,AGENT,1
"We were introduced to Bistro Tallulah by traveler - professional diner who happens to own the Adelphi Hotel and travels the world -- and residing in Paris , London , New York the rest of the year .",0,2,AGENT,1
"We were introduced to Bistro Tallulah by traveler - professional diner who happens to own the Adelphi Hotel and travels the world -- and residing in Paris , London , New York the rest of the year .",5,2,AGENT,0
"We were introduced to Bistro Tallulah by traveler - professional diner who happens to own the Adelphi Hotel and travels the world -- and residing in Paris , London , New York the rest of the year .",7,2,AGENT,0
"We were introduced to Bistro Tallulah by traveler - professional diner who happens to own the Adelphi Hotel and travels the world -- and residing in Paris , London , New York the rest of the year .",10,12,AGENT,1
"We were introduced to Bistro Tallulah by traveler - professional diner who happens to own the Adelphi Hotel and travels the world -- and residing in Paris , London , New York the rest of the year .",17,14,AGENT,0
"We were introduced to Bistro Tallulah by traveler - professional diner who happens to own the Adelphi Hotel and travels the world -- and residing in Paris , London , New York the rest of the year .",21,19,AGENT,1
SHE KNOWS GREAT FOOD AND DINING EXPERIENCES .,0,1,AGENT,1
SHE KNOWS GREAT FOOD AND DINING EXPERIENCES .,3,1,AGENT,0
This chef knows what he is doing .,1,2,AGENT,1
The affordable rent makes it possible for an inspired chef to serve his high quality fare at affordable prices !,2,3,AGENT,1
The affordable rent makes it possible for an inspired chef to serve his high quality fare at affordable prices !,9,11,AGENT,1
The affordable rent makes it possible for an inspired chef to serve his high quality fare at affordable prices !,15,11,AGENT,0
I think that the re pretty good .,0,1,AGENT,1
I feel that the way some doctor s offices work around here is a little bit absurd so I 'm happy that these guys do n't do those two things in particlular .,0,1,AGENT,1
I work for a large retail company recently expanding our operations into Canada and had to travel to ensure all of our computer network equipment was installed properly and on time .,0,1,AGENT,1
I work for a large retail company recently expanding our operations into Canada and had to travel to ensure all of our computer network equipment was installed properly and on time .,6,1,AGENT,0
I work for a large retail company recently expanding our operations into Canada and had to travel to ensure all of our computer network equipment was installed properly and on time .,10,8,AGENT,1
I work for a large retail company recently expanding our operations into Canada and had to travel to ensure all of our computer network equipment was installed properly and on time .,19,26,AGENT,0
"I found the hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises .",0,1,AGENT,1
"I found the hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises .",3,1,AGENT,1
From my first encounter at check in to my regrettable check out I found the staff and facility to exceed my expectation .,3,13,AGENT,0
From my first encounter at check in to my regrettable check out I found the staff and facility to exceed my expectation .,11,13,AGENT,0
From my first encounter at check in to my regrettable check out I found the staff and facility to exceed my expectation .,12,13,AGENT,1
From my first encounter at check in to my regrettable check out I found the staff and facility to exceed my expectation .,15,13,AGENT,1
From my first encounter at check in to my regrettable check out I found the staff and facility to exceed my expectation .,21,19,AGENT,1
Update : I had to add to my review .,2,3,AGENT,1
I frequent this resturant on a weekly basis but usally only for lunch .,0,1,AGENT,1
I frequent this resturant on a weekly basis but usally only for lunch .,3,1,AGENT,1
I frequent this resturant on a weekly basis but usally only for lunch .,7,1,AGENT,0
I had the Chicken Parmesan Dinner and my wife had the Shrimp Scampi Dinner .,0,1,AGENT,1
I had the Chicken Parmesan Dinner and my wife had the Shrimp Scampi Dinner .,5,1,AGENT,0
I have to say the value of this place always amazes me .,0,1,AGENT,1
I have to say the value of this place always amazes me .,5,10,AGENT,0
I have to say the value of this place always amazes me .,11,10,AGENT,1
Bottom line is that when it 's a small privatly owned resturant like this is you can tell that the owners and employees take pride in their product and service .,1,2,AGENT,1
He checked out what I needed to have done told me what needed be fixed before he did any work and did great repair work .,0,1,AGENT,1
"I grew up in a small town where you knew and trusted your mechanic and was really cynical about city auto repair shops since I moved here , but Phet has shown that there really are honest hard working mechanics around .",0,1,AGENT,0
"I grew up in a small town where you knew and trusted your mechanic and was really cynical about city auto repair shops since I moved here , but Phet has shown that there really are honest hard working mechanics around .",6,1,AGENT,0
"I grew up in a small town where you knew and trusted your mechanic and was really cynical about city auto repair shops since I moved here , but Phet has shown that there really are honest hard working mechanics around .",24,25,AGENT,1
"I grew up in a small town where you knew and trusted your mechanic and was really cynical about city auto repair shops since I moved here , but Phet has shown that there really are honest hard working mechanics around .",29,31,AGENT,1
We made the decision for a couple of reasons .,0,1,AGENT,1
We made the decision for a couple of reasons .,3,1,AGENT,0
We made the decision for a couple of reasons .,6,1,AGENT,0
The intruders slit the screen of the window .,1,2,AGENT,1
The intruders slit the screen of the window .,4,2,AGENT,0
"My next - door neighbor heard the noise and turned on a light , thankfully scaring the two miscreants away ( they even left their hammer behind ! ) .",4,5,AGENT,1
"My next - door neighbor heard the noise and turned on a light , thankfully scaring the two miscreants away ( they even left their hammer behind ! ) .",7,5,AGENT,1
"My next - door neighbor heard the noise and turned on a light , thankfully scaring the two miscreants away ( they even left their hammer behind ! ) .",12,9,AGENT,0
"My next - door neighbor heard the noise and turned on a light , thankfully scaring the two miscreants away ( they even left their hammer behind ! ) .",18,15,AGENT,0
"Lo and behold , they replaced the screen ( which had to be ordered ) yesterday and did n't charge me a dime .",4,5,AGENT,1
"Lo and behold , they replaced the screen ( which had to be ordered ) yesterday and did n't charge me a dime .",7,5,AGENT,1
"Lo and behold , they replaced the screen ( which had to be ordered ) yesterday and did n't charge me a dime .",20,19,AGENT,0
"Lo and behold , they replaced the screen ( which had to be ordered ) yesterday and did n't charge me a dime .",22,19,AGENT,0
We were booked at the Sheraton with a number of other out - of - town wedding guests .,0,2,AGENT,1
We were booked at the Sheraton with a number of other out - of - town wedding guests .,5,2,AGENT,0
We were booked at the Sheraton with a number of other out - of - town wedding guests .,8,2,AGENT,0
"There were 3 adults in our room but towels for only 2 , no linens for sofa bed .",3,1,AGENT,1
A package and some wedding cards were left in our first room .,1,7,AGENT,0
A package and some wedding cards were left in our first room .,11,7,AGENT,0
"They were sent to our second room and had been opened -- the ribbon - wrapped present , and all 3 envelopes .",0,2,AGENT,0
"They were sent to our second room and had been opened -- the ribbon - wrapped present , and all 3 envelopes .",6,2,AGENT,0
"Security in the hotel seemed to be excellent , but we were never given an explanation as to why someone would open these items .",0,4,AGENT,1
"Security in the hotel seemed to be excellent , but we were never given an explanation as to why someone would open these items .",19,21,AGENT,1
"Security in the hotel seemed to be excellent , but we were never given an explanation as to why someone would open these items .",23,21,AGENT,0
I think this place is probably really great especially judging by the reviews on here .,0,1,AGENT,1
I played dumb and asked him questions that I already knew the answers to and he responded with half truths and a few falsehoods .,0,1,AGENT,1
I played dumb and asked him questions that I already knew the answers to and he responded with half truths and a few falsehoods .,15,16,AGENT,1
"For instance I asked who owned Mazda and he said with confidence that was GM , which is n't true .",1,3,AGENT,0
"For instance I asked who owned Mazda and he said with confidence that was GM , which is n't true .",2,3,AGENT,1
"For instance I asked who owned Mazda and he said with confidence that was GM , which is n't true .",4,5,AGENT,1
"For instance I asked who owned Mazda and he said with confidence that was GM , which is n't true .",6,5,AGENT,1
"I mean , I do n't care if he does n't know , but if he pretends to know and tells me BS to my face , there 's no way I 'm going to trust him when matters turn to the price of the car and financing .",0,1,AGENT,1
"I mean , I do n't care if he does n't know , but if he pretends to know and tells me BS to my face , there 's no way I 'm going to trust him when matters turn to the price of the car and financing .",3,6,AGENT,1
"I mean , I do n't care if he does n't know , but if he pretends to know and tells me BS to my face , there 's no way I 'm going to trust him when matters turn to the price of the car and financing .",15,16,AGENT,1
"I mean , I do n't care if he does n't know , but if he pretends to know and tells me BS to my face , there 's no way I 'm going to trust him when matters turn to the price of the car and financing .",36,35,AGENT,1
"I mean , I do n't care if he does n't know , but if he pretends to know and tells me BS to my face , there 's no way I 'm going to trust him when matters turn to the price of the car and financing .",38,39,AGENT,0
The service stunk .,1,2,AGENT,1
"I called in my order and upon arriving to pick it up , they got my order confused with someone else s .",0,1,AGENT,1
"I called in my order and upon arriving to pick it up , they got my order confused with someone else s .",4,1,AGENT,0
"I called in my order and upon arriving to pick it up , they got my order confused with someone else s .",10,9,AGENT,0
She asked for the dinner combo and they gave her two dinner plates instead .,0,1,AGENT,1
She asked for the dinner combo and they gave her two dinner plates instead .,5,1,AGENT,0
We had to throw out about 80 percent of our meals because the food tasted so horrible .,0,1,AGENT,1
We had to throw out about 80 percent of our meals because the food tasted so horrible .,7,3,AGENT,0
We had to throw out about 80 percent of our meals because the food tasted so horrible .,13,14,AGENT,1
I dropped off a sheet metal piece that I needed copied due to th it was needing to be replaced .,0,1,AGENT,1
I dropped off a sheet metal piece that I needed copied due to th it was needing to be replaced .,6,1,AGENT,0
They said it would be made exactly like the one I needed to replace .,0,1,AGENT,1
I took the original piece of metal and rigged it to make due since I had to complete the job .,0,1,AGENT,1
I took the original piece of metal and rigged it to make due since I had to complete the job .,4,1,AGENT,0
I took the original piece of metal and rigged it to make due since I had to complete the job .,9,8,AGENT,0
I took the original piece of metal and rigged it to make due since I had to complete the job .,19,17,AGENT,1
I took the receipt and the metal that did not fit and asked Pomper for my money back .,0,1,AGENT,1
I took the receipt and the metal that did not fit and asked Pomper for my money back .,3,1,AGENT,0
I took the receipt and the metal that did not fit and asked Pomper for my money back .,6,10,AGENT,0
She told me she could not use the piece I was returning and the company would only put it in the trash so I could not return it .,0,1,AGENT,1
She told me she could not use the piece I was returning and the company would only put it in the trash so I could not return it .,2,1,AGENT,1
She told me she could not use the piece I was returning and the company would only put it in the trash so I could not return it .,9,11,AGENT,1
She told me she could not use the piece I was returning and the company would only put it in the trash so I could not return it .,23,26,AGENT,1
She told me she could not use the piece I was returning and the company would only put it in the trash so I could not return it .,27,26,AGENT,1
I explained I did not get what I paid for .,0,1,AGENT,1
I explained I did not get what I paid for .,7,8,AGENT,1
She asked me to bring the original piece back and I told her I had to use it on the job .,0,1,AGENT,1
She asked me to bring the original piece back and I told her I had to use it on the job .,2,1,AGENT,1
She asked me to bring the original piece back and I told her I had to use it on the job .,7,4,AGENT,0
She told me that was to bad she would do nothing to help me since she could not use or resell the piece .,0,1,AGENT,1
She told me that was to bad she would do nothing to help me since she could not use or resell the piece .,2,1,AGENT,1
I said I was going to trash it also and could I at least have a credit .,0,1,AGENT,1
I said I was going to trash it also and could I at least have a credit .,7,6,AGENT,0
With a smirk on her face she told me NO MONEY IS BEING RETURNED and THAT IS THE WAY IT WAS .,2,7,AGENT,0
With a smirk on her face she told me NO MONEY IS BEING RETURNED and THAT IS THE WAY IT WAS .,6,7,AGENT,1
With a smirk on her face she told me NO MONEY IS BEING RETURNED and THAT IS THE WAY IT WAS .,8,7,AGENT,1
With a smirk on her face she told me NO MONEY IS BEING RETURNED and THAT IS THE WAY IT WAS .,10,13,AGENT,0
There are to many people that need our business to have to put up with this unfair treatment !!!!!,4,1,AGENT,0
I signed up with one of the staff who was very pleasant and professional .,0,1,AGENT,1
I signed up with one of the staff who was very pleasant and professional .,4,1,AGENT,0
They need to update the locker rooms ASAP .,0,1,AGENT,0
They need to update the locker rooms ASAP .,6,3,AGENT,0
There are better places on the Cape - FITNESS 500 !,3,1,AGENT,0
There are better places on the Cape - FITNESS 500 !,6,1,AGENT,0
I feel obligated to share this story .,0,1,AGENT,1
I feel obligated to share this story .,6,4,AGENT,1
Right out of college I called the salon and explained my situation .,3,5,AGENT,0
Right out of college I called the salon and explained my situation .,4,5,AGENT,1
Right out of college I called the salon and explained my situation .,7,5,AGENT,0
Right out of college I called the salon and explained my situation .,11,9,AGENT,1
I had this ridiculous celebrity stylist from LA named Derrick .,0,1,AGENT,1
I had this ridiculous celebrity stylist from LA named Derrick .,5,1,AGENT,1
I wanted to be very blonde and instead he pulled my root color throughout my whole hair which is a gross mousey brown .,0,1,AGENT,1
I wanted to be very blonde and instead he pulled my root color throughout my whole hair which is a gross mousey brown .,8,9,AGENT,1
I wanted to be very blonde and instead he pulled my root color throughout my whole hair which is a gross mousey brown .,12,9,AGENT,0
"The other stylists around me kept pressuring me saying he 's so wonderful , you 're going to love your hair .",2,5,AGENT,1
"The other stylists around me kept pressuring me saying he 's so wonderful , you 're going to love your hair .",7,6,AGENT,0
"Derrick did a terrible job , was a complete jerk the entire time , and I had no warning as to the price .",0,1,AGENT,1
"Derrick did a terrible job , was a complete jerk the entire time , and I had no warning as to the price .",4,1,AGENT,0
"I expected to pay for this service , but imagine my surprise when I received a bill for MORE than what I paid to have the original return prepared .",0,1,AGENT,1
"I expected to pay for this service , but imagine my surprise when I received a bill for MORE than what I paid to have the original return prepared .",11,9,AGENT,0
